철도운영기관,선명,역명,상하행구분,출입구번호,상세위치,시작층,종료층
서울교통공사,5호선,천호(풍납토성),하행,2,(F1)ES-3(2출입구),지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,,(B2)ES-2(내부),지하2층,지하1층
서울교통공사,5호선,천호(풍납토성),하행,,(B1)ES-1(내부),지하1층,지하2층
서울교통공사,5호선,천호(풍납토성),하행,6,(F1),지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,7,(B1)ES-6(7출입구),지하1층,지상1층
서울교통공사,5호선,천호(풍납토성),하행,8,(F1)ES-7(8출입구),지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,8,(B1)ES-8(8출입구),지하1층,지상1층
서울교통공사,5호선,천호(풍납토성),하행,9,(F1)ES-9(9출입구),지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,9,(B1)ES-10(9출입구),지하1층,지상1층
서울교통공사,5호선,천호(풍납토성),하행,10,(F1)ES-14(10출),지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,10,(B1)ES-13(10출),지하1층,지상1층
서울교통공사,5호선,천호(풍납토성),하행,5,(F1)5번출입구-,지상1층,지하1층
서울교통공사,5호선,천호(풍납토성),상행,5,(B1)5번출입구-,지하1층,지상1층
서울교통공사,5호선,충정로(경기대입구),하행,7,(F1),지상1층,지하1층
서울교통공사,5호선,충정로(경기대입구),상행,7,(B1),지하1층,지상1층
서울교통공사,5호선,충정로(경기대입구),하행,,(B2),지하2층,지하4층
서울교통공사,5호선,충정로(경기대입구),하행,,(B2),지하2층,지하4층
서울교통공사,5호선,충정로(경기대입구),상행,,(B4),지하4층,지하2층
서울교통공사,5호선,충정로(경기대입구),상행,,(B4),지하4층,지하2층
서울교통공사,5호선,하남검단산역,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,하남검단산역,하행,3,(F1)3번출입구-2,지상1층,지하2층
서울교통공사,5호선,하남검단산역,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,하남검단산역,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,하남검단산역,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,하남검단산역,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,하남검단산역,상행,,(B3)B3승강장,지하3층,지하2층
서울교통공사,5호선,하남검단산역,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,하남검단산역,상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,하남검단산역,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남검단산역,상행,,(B2)B2대합실,지하2층,지하1층
서울교통공사,5호선,하남검단산역,하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남검단산역,상행,1,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,하남검단산역,하행,1,(F1)1번출입구-2,지상1층,지하2층
서울교통공사,5호선,하남검단산역,상행,4,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,하남검단산역,하행,4,(F1)4번출입구-2,지상1층,지하2층
서울교통공사,5호선,하남검단산역,상행,2,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,하남검단산역,하행,2,(F1)2번출입구-2,지상1층,지하2층
서울교통공사,5호선,하남검단산역,상행,3,(B2)B2대합실,지하2층,지상1층
서울교통공사,5호선,하남검단산역,하행,,(B2)B2대합실,지하2층,지하3층
서울교통공사,5호선,하남시청(덕풍?신장),하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,4,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,5,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,5,(F1)5번출입구,지상1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B1)B1~BM,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(BM)BM,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B1)B1~BM,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(BM)BM,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남시청(덕풍?신장),상행,,(B2)B2승강장,지하2층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,,(B1)B1대합실,지하1층,지하2층
서울교통공사,5호선,하남시청(덕풍?신장),상행,2,(BM)2번 출입구방면,지하1층,지상1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,1,(BM)1번 출입구방면,지하1층,지상1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,1,(B1)1번출입구,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,1,(BM)1/2번 출입구방면,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,1,(BM)BM,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,6,(BM)6번 출입구방면,지하1층,지상1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,6,(F1)6번출입구,지상1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,6,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),하행,6,(BM)6번 출입구방면,지하1층,지하1층
서울교통공사,5호선,하남시청(덕풍?신장),상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,,(B1)B2승강장,지하1층,지하2층
서울교통공사,5호선,하남풍산,상행,8,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,7,(F1)7번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,7,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,6,(F1)6번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,6,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,5,(F1)5번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,5,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,4,(F1)4번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,4,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,3,(F1)3번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,3,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,상행,,(B2)B1대합실,지하2층,지하1층
서울교통공사,5호선,하남풍산,하행,,(B1)B2승강장,지하1층,지하2층
서울교통공사,5호선,하남풍산,상행,,(B2)B1대합실,지하2층,지하1층
서울교통공사,5호선,하남풍산,하행,,(B1)B2승강장,지하1층,지하2층
서울교통공사,5호선,하남풍산,상행,,(B2)B1대합실,지하2층,지하1층
서울교통공사,5호선,하남풍산,하행,8,(F1)8번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,,(B2)B1대합실,지하2층,지하1층
서울교통공사,5호선,하남풍산,하행,,(B1)B2승강장,지하1층,지하2층
서울교통공사,5호선,하남풍산,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,1,(F1)1번출입구 ,지상1층,지하1층
서울교통공사,5호선,하남풍산,상행,2,(B1)B1대합실,지하1층,지상1층
서울교통공사,5호선,하남풍산,하행,2,(F1)2번출입구 ,지상1층,지하1층
서울교통공사,5호선,행당,상행,4,(B1),지하1층,지상1층
서울교통공사,5호선,행당,하행,,(B1),지하1층,지하3층
서울교통공사,5호선,행당,상행,1,(B1),지하1층,지상1층
서울교통공사,5호선,행당,하행,1,(F1)1번출입구-2,지상1층,지하1층
서울교통공사,5호선,행당,하행,4,(F1)4번출입구-2,지상1층,지하1층
서울교통공사,5호선,행당,상행,,(B3),지하3층,지하1층
서울교통공사,5호선,행당,하행,,(B3),지하3층,지하4층
서울교통공사,5호선,행당,상행,,(B4),지하4층,지하3층
서울교통공사,5호선,화곡,상행,1,(B1)B1대합실,지하1층,지하1층
서울교통공사,5호선,화곡,하행,1,(BM)1/2번 출입구방면,지하1층,지하1층
서울교통공사,5호선,화곡,상행,3,(BM)3번 출입구방면,지하1층,지상1층
서울교통공사,5호선,화곡,하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,6호선,고려대(종암),상행,,(B4)응암-1,지하4층,지하3층
서울교통공사,6호선,고려대(종암),하행,,(B1)ES4-,지하1층,지하2층
서울교통공사,6호선,고려대(종암),상행,,(B2)ES3-,지하2층,지하1층
서울교통공사,6호선,고려대(종암),상행,,(B2)ES2-,지하2층,지하1층
서울교통공사,6호선,고려대(종암),하행,,(B1)ES1-,지하1층,지하2층
서울교통공사,6호선,고려대(종암),하행,,(B3)봉화산-2,지하3층,지하4층
서울교통공사,6호선,고려대(종암),하행,4,(F1)ES-8,지상1층,지하1층
서울교통공사,6호선,고려대(종암),상행,4,(B1)ES-7,지하1층,지상1층
서울교통공사,6호선,고려대(종암),하행,6,(F1)ES6-,지상1층,지하1층
서울교통공사,6호선,고려대(종암),상행,6,(B1)ES5-,지하1층,지상1층
서울교통공사,6호선,고려대(종암),하행,,(B3)응암-2,지하3층,지하4층
서울교통공사,6호선,고려대(종암),상행,,(B4)봉화산-1,지하4층,지하3층
서울교통공사,6호선,공덕,하행,,(B2)E/S-하선(),지하2층,지하3층
서울교통공사,6호선,공덕,하행,7,(F1)ES-1,지상1층,지하1층
서울교통공사,6호선,공덕,상행,7,(B1)ES-2,지하1층,지상1층
서울교통공사,6호선,공덕,상행,,(B3)E/S-상선(),지하3층,지하2층
서울교통공사,6호선,공덕,하행,,(B2)E/S-상선(),지하2층,지하3층
서울교통공사,6호선,공덕,상행,,(B3)E/S-하선(),지하3층,지하2층
서울교통공사,6호선,광흥창(서강),하행,2,(F1)2번출입구-2,지상1층,지하1층
서울교통공사,6호선,광흥창(서강),상행,2,(B1)2번출입구-1,지하1층,지상1층
서울교통공사,6호선,광흥창(서강),상행,3,(B2)ES-7,지하2층,지하1층
서울교통공사,6호선,광흥창(서강),상행,6,(B2)ES-6,지하2층,지하1층
서울교통공사,6호선,광흥창(서강),상행,2,(B2)ES-5,지하2층,지하1층
서울교통공사,6호선,광흥창(서강),상행,,(B2)ES-4,지하2층,지하1층
서울교통공사,6호선,광흥창(서강),상행,,(B3)ES-2,지하3층,지하2층
서울교통공사,6호선,광흥창(서강),상행,,(B3)ES-1,지하3층,지하2층
서울교통공사,6호선,광흥창(서강),상행,,(B2)ES-3,지하2층,지하1층
서울교통공사,6호선,구산,상행,,(B4)E/S-1,지하4층,지하1층
서울교통공사,6호선,구산,하행,,(B1)E/S-2,지하1층,지하4층
서울교통공사,6호선,녹사평(용산구청),하행,,(B4)E/S-4,지하4층,지하5층
서울교통공사,6호선,녹사평(용산구청),상행,,(B5)E/S-3,지하5층,지하4층
서울교통공사,6호선,녹사평(용산구청),하행,,(B2)E/S-5,지하2층,지하4층
서울교통공사,6호선,녹사평(용산구청),상행,,(B4)E/S-6,지하4층,지하2층
서울교통공사,6호선,녹사평(용산구청),상행,,(B4)E/S-7,지하4층,지하2층
서울교통공사,6호선,녹사평(용산구청),하행,,(B1)E/S-8,지하1층,지하2층
서울교통공사,6호선,녹사평(용산구청),상행,,(B2)E/S-9,지하2층,지하1층
서울교통공사,6호선,녹사평(용산구청),상행,,(B5)E/S-2,지하5층,지하4층
서울교통공사,6호선,녹사평(용산구청),하행,,(B4)E/S-1,지하4층,지하5층
서울교통공사,6호선,녹사평(용산구청),상행,3,(B1)E/S-13,지하1층,지상1층
서울교통공사,6호선,녹사평(용산구청),하행,3,(F1)E/S-12,지상1층,지하1층
서울교통공사,6호선,녹사평(용산구청),상행,2,(B1)E/S-11,지하1층,지상1층
서울교통공사,6호선,녹사평(용산구청),하행,2,(F1)E/S-10,지상1층,지하1층
서울교통공사,6호선,대흥(서강대앞),상행,4,(B2)ES-2(B1-M),지하2층,지하1층
서울교통공사,6호선,대흥(서강대앞),상행,1,(B1)1번출입구,지하1층,지상1층
서울교통공사,6호선,대흥(서강대앞),하행,1,(F1)1번출입구,지상1층,지하1층
서울교통공사,6호선,대흥(서강대앞),상행,,(B2)ES-3(B1-B2),지하2층,지하1층
서울교통공사,6호선,대흥(서강대앞),하행,,(B1)ES-4(B1-B2),지하1층,지하2층
서울교통공사,6호선,대흥(서강대앞),상행,2,(B2)ES-1(B1-M),지하2층,지하1층
서울교통공사,6호선,독바위,상행,,(B1)E/S-8,지하1층,지상1층
서울교통공사,6호선,독바위,하행,,(B5)E/S-1,지하5층,지하6층
서울교통공사,6호선,독바위,상행,,(B6)E/S-2,지하6층,지하5층
서울교통공사,6호선,독바위,상행,,(B5)E/S-3,지하5층,지하3층
서울교통공사,6호선,독바위,하행,,(B3)E/S-4,지하3층,지하5층
서울교통공사,6호선,독바위,하행,,(B1)E/S-5,지하1층,지하3층
서울교통공사,6호선,독바위,상행,,(B2)E/S-7,지하2층,지하1층
서울교통공사,6호선,독바위,상행,,(B3)E/S-6,지하3층,지하1층
서울교통공사,6호선,돌곶이,하행,8,(F1)ES-4(8출입구),지상1층,지하1층
서울교통공사,6호선,돌곶이,상행,8,(B1)ES-2(8출입구),지하1층,지상1층
서울교통공사,6호선,돌곶이,상행,1,(B2)ES-1(1출입구),지하2층,지하1층
서울교통공사,6호선,돌곶이,상행,5,(B2)ES-3(5출입구),지하2층,지하1층
서울교통공사,6호선,동묘앞,하행,,(B2)ES-12,지하2층,지하3층
서울교통공사,6호선,동묘앞,상행,,(B3)ES-11,지하3층,지하2층
서울교통공사,6호선,동묘앞,상행,8,(B1)ES-09(외부1),지하1층,지상1층
서울교통공사,6호선,동묘앞,하행,8,(F1)ES-10(외부2),지상1층,지하1층
서울교통공사,6호선,동묘앞,상행,7,(B2)ES-8,지하2층,지하1층
서울교통공사,6호선,동묘앞,상행,,(B2)ES-5,지하2층,지하1층
서울교통공사,6호선,동묘앞,상행,,(B2)ES-7,지하2층,지하1층
서울교통공사,6호선,동묘앞,하행,,(B1)ES-6,지하1층,지하2층
서울교통공사,6호선,동묘앞,상행,,(B3)ES-1,지하3층,지하2층
서울교통공사,6호선,동묘앞,하행,,(B2)ES-2,지하2층,지하3층
서울교통공사,6호선,동묘앞,하행,,(B2)ES-4(환승2),지하2층,지하3층
서울교통공사,6호선,동묘앞,상행,,(B3)ES-3(환승1),지하3층,지하2층
서울교통공사,6호선,디지털미디어시티,상행,,(B2),지하2층,지하1층
서울교통공사,6호선,디지털미디어시티,상행,,(B2),지하2층,지하1층
서울교통공사,6호선,디지털미디어시티,상행,,(B2),지하2층,지하1층
서울교통공사,6호선,디지털미디어시티,상행,,(B2),지하2층,지하1층
서울교통공사,6호선,디지털미디어시티,상행,4,(B1),지하1층,지상1층
서울교통공사,6호선,디지털미디어시티,하행,4,(F1)4번출입구,지상1층,지하1층
서울교통공사,6호선,디지털미디어시티,하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,6호선,디지털미디어시티,상행,2,(B1),지하1층,지상1층
서울교통공사,6호선,마포구청,하행,8,(F1)8번출입구,지상1층,지하1층
서울교통공사,6호선,마포구청,상행,3,(B1)1-5,지하1층,지상1층
서울교통공사,6호선,마포구청,하행,4,(F1)1-6,지상1층,지하1층
서울교통공사,6호선,마포구청,상행,4,(B1)1-7,지하1층,지상1층
서울교통공사,6호선,마포구청,하행,5,(F1)1-10(5출),지상1층,지하1층
서울교통공사,6호선,마포구청,상행,5,(B1)1-11(5출),지하1층,지상1층
서울교통공사,6호선,마포구청,하행,6,(BM)6/7출입구방면,지하1층,지하1층
서울교통공사,6호선,마포구청,상행,6,(B1)B1대합실,지하1층,지하1층
서울교통공사,6호선,마포구청,상행,8,(B1)B1대합실,지하1층,지상1층
서울교통공사,6호선,마포구청,하행,3,(F1)B1대합실,지상1층,지하1층
서울교통공사,6호선,마포구청,하행,1,(F1)1번출입구,지상1층,지하1층
서울교통공사,6호선,마포구청,상행,1,(B1)B1대합실,지하1층,지상1층
서울교통공사,6호선,망원,상행,2,(B2),지하2층,지하1층
서울교통공사,6호선,망원,상행,1,(B2),지하2층,지하1층
서울교통공사,6호선,버티고개,상행,,(B3)역내-2,지하3층,지하2층
서울교통공사,6호선,버티고개,하행,,(B2)역내-1,지하2층,지하3층
서울교통공사,6호선,버티고개,상행,3,(B1)역내-3,지하1층,지상1층
서울교통공사,6호선,버티고개,하행,3,(F1)역내-4,지상1층,지하1층
서울교통공사,6호선,보문,상행,,(B2)1-1,지하2층,지하1층
서울교통공사,6호선,보문,하행,,(B1)1-2,지하1층,지하2층
서울교통공사,6호선,봉화산(서울의료원),상행,3,(B1)ES-3,지하1층,지상1층
서울교통공사,6호선,봉화산(서울의료원),상행,,(B2)ES-2(),지하2층,지하1층
서울교통공사,6호선,봉화산(서울의료원),하행,,(B1)ES-1(),지하1층,지하2층
서울교통공사,6호선,봉화산(서울의료원),하행,3,(F1)ES-4,지상1층,지하1층
서울교통공사,6호선,불광,하행,,(B2)ES-1,지하2층,지하4층
서울교통공사,6호선,불광,상행,,(B4)ES-2,지하4층,지하2층
서울교통공사,6호선,불광,상행,,(B4)ES-3,지하4층,지하2층
서울교통공사,6호선,불광,하행,,(B2)ES-4,지하2층,지하4층
서울교통공사,6호선,불광,상행,,(B2)ES-5,지하2층,지하1층
서울교통공사,6호선,불광,하행,,(B1)ES-6,지하1층,지하2층
서울교통공사,6호선,불광,상행,,(B2)ES-7,지하2층,지하1층
서울교통공사,6호선,불광,하행,,(B1)ES-8,지하1층,지하2층
서울교통공사,6호선,불광,하행,,(B1)ES-9,지하1층,지하2층
서울교통공사,6호선,불광,상행,,(B2)ES-10,지하2층,지하1층
서울교통공사,6호선,불광,상행,,(B2)ES-11,지하2층,지하1층
서울교통공사,6호선,불광,하행,,(B1)ES-12,지하1층,지하2층
서울교통공사,6호선,삼각지,상행,,(B3)E/S-2,지하3층,지하1층
서울교통공사,6호선,삼각지,상행,,(B3)E/S-3,지하3층,지하1층
서울교통공사,6호선,삼각지,하행,,(B1)E/S-4,지하1층,지하3층
서울교통공사,6호선,삼각지,하행,,(B1)E/S-1,지하1층,지하3층
서울교통공사,6호선,상수,하행,,(B1)1-3(상향),지하1층,지하2층
서울교통공사,6호선,상수,하행,3,(F1)1-9(상향),지상1층,지하1층
서울교통공사,6호선,상수,상행,,(B2)1-8(상향),지하2층,지하1층
서울교통공사,6호선,상수,하행,,(B1)1-7(하향),지하1층,지하2층
서울교통공사,6호선,상수,상행,,(B2)1-4(하향),지하2층,지하1층
서울교통공사,6호선,상수,상행,,(B2)1-6(B2-B1),지하2층,지하1층
서울교통공사,6호선,상수,상행,,(B3)1-2(B3-B2),지하3층,지하2층
서울교통공사,6호선,상수,하행,,(B2)1-1(B3-B2),지하2층,지하3층
서울교통공사,6호선,상수,상행,3,(B1)1-10(하향),지하1층,지상1층
서울교통공사,6호선,상수,하행,,(B1)1-5(B2-B1),지하1층,지하2층
서울교통공사,6호선,상월곡(한국과학기술연구원),상행,3,(B2)3번출입구,지하2층,지하1층
서울교통공사,6호선,상월곡(한국과학기술연구원),하행,2,(F1)2번출입구-2,지상1층,지하1층
서울교통공사,6호선,상월곡(한국과학기술연구원),상행,2,(B1)2번출입구-1,지하1층,지상1층
서울교통공사,6호선,상월곡(한국과학기술연구원),상행,2,(B2)2번출입구,지하2층,지하1층
서울교통공사,6호선,상월곡(한국과학기술연구원),하행,,(B1)내부-2,지하1층,지하2층
서울교통공사,6호선,상월곡(한국과학기술연구원),상행,,(B2)내부-1,지하2층,지하1층
서울교통공사,6호선,새절(신사),상행,,(B2)상암행-1,지하2층,지하1층
서울교통공사,6호선,새절(신사),하행,,(B1)응암행-2,지하1층,지하2층
서울교통공사,6호선,새절(신사),상행,,(B2)응암행-1,지하2층,지하1층
서울교통공사,6호선,새절(신사),하행,,(B1)상암행-2,지하1층,지하2층
서울교통공사,6호선,석계,상행,,(B2)1-5(B1-2),지하2층,지하1층
서울교통공사,6호선,석계,상행,3,(B2)1-6(F-B1),지하2층,지하1층
서울교통공사,6호선,석계,하행,4,(F1)1-7(F-B1),지상1층,지하1층
서울교통공사,6호선,석계,하행,,(B1)1-1(환통),지하1층,지하2층
서울교통공사,6호선,석계,하행,2,(F1)2번출입구(),지상1층,지하1층
서울교통공사,6호선,석계,상행,,(B1)1-4(환-F),지하1층,지상2층
서울교통공사,6호선,석계,하행,,(F2)1-3(환-F),지상2층,지하1층
서울교통공사,6호선,석계,상행,2,(B1)2번출입구(),지하1층,지상1층
서울교통공사,6호선,석계,상행,,(B3)1-12(B2-3),지하3층,지하2층
서울교통공사,6호선,석계,상행,,(B3)1-11(B2-3),지하3층,지하2층
서울교통공사,6호선,석계,상행,,(B3)1-10(B2-3),지하3층,지하2층
서울교통공사,6호선,석계,상행,,(B3)1-9(B2-3),지하3층,지하2층
서울교통공사,6호선,석계,상행,4,(B1)1-8(F-B1),지하1층,지상1층
서울교통공사,6호선,석계,상행,,(B2)1-2(환통),지하2층,지하1층
서울교통공사,6호선,신내,하행,,(F2)경의중앙선 환승통로,지상2층,지상1층
서울교통공사,6호선,신내,상행,,(F1)1F승강장,지상1층,지상2층
서울교통공사,6호선,신당,상행,,(B3)1-3,지하3층,지하1층
서울교통공사,6호선,신당,하행,,(B1)1-4,지하1층,지하3층
서울교통공사,6호선,신당,하행,10,(F1)1-7(F1),지상1층,지하1층
서울교통공사,6호선,신당,상행,10,(B1)1-8(F1),지하1층,지상1층
서울교통공사,6호선,신당,상행,,(B2)연결통로-9,지하2층,지하1층
서울교통공사,6호선,신당,하행,,(B1)연결통로10,지하1층,지하2층
서울교통공사,6호선,신당,하행,,(B1)연결통로11,지하1층,지하2층
서울교통공사,6호선,신당,상행,,(B2)연결통로12,지하2층,지하1층
서울교통공사,6호선,신당,하행,,(B1)연결통로13,지하1층,지하2층
서울교통공사,6호선,신당,상행,,(B2)연결통로14,지하2층,지하1층
서울교통공사,6호선,신당,상행,11,(B1)B1대합실,지하1층,지하1층
서울교통공사,6호선,신당,하행,11,(BM)11-1번 출입구,지하1층,지하1층
서울교통공사,6호선,신당,상행,11,(BM)11-1번 출입구,지하1층,지상1층
서울교통공사,6호선,신당,하행,11,(F1)11-1번 출입구,지상1층,지하1층
서울교통공사,6호선,신당,상행,,(B3)1-5(환),지하3층,지하2층
서울교통공사,6호선,신당,하행,,(B2)1-6(환),지하2층,지하3층
서울교통공사,6호선,신당,하행,,(B1)1-1,지하1층,지하3층
서울교통공사,6호선,신당,상행,,(B3)1-2,지하3층,지하1층
서울교통공사,6호선,안암(고대병원앞),하행,,(B1)ES-6,지하1층,지하2층
서울교통공사,6호선,안암(고대병원앞),상행,,(B2)ES-5,지하2층,지하1층
서울교통공사,6호선,안암(고대병원앞),하행,4,(B1)ES-2,지하1층,지하2층
서울교통공사,6호선,안암(고대병원앞),상행,4,(B2)ES-1,지하2층,지하1층
서울교통공사,6호선,안암(고대병원앞),하행,1,(B1)ES-4,지하1층,지하2층
서울교통공사,6호선,안암(고대병원앞),상행,1,(B2)ES-3,지하2층,지하1층
서울교통공사,6호선,약수,상행,7,(B1)7번출입구-1,지하1층,지상1층
서울교통공사,6호선,약수,하행,7,(F1)7번출입구-2,지상1층,지하1층
서울교통공사,6호선,약수,상행,6,(B2)역내-3,지하2층,지하1층
서울교통공사,6호선,약수,하행,,(B1)역내-2,지하1층,지하2층
서울교통공사,6호선,약수,상행,,(B2)역내-1,지하2층,지하1층
서울교통공사,6호선,약수,하행,7,(B1)역내-9,지하1층,지하2층
서울교통공사,6호선,약수,상행,8,(B2)역내-8,지하2층,지하1층
서울교통공사,6호선,약수,상행,,(B3)역내-7,지하3층,지하2층
서울교통공사,6호선,약수,하행,,(B2)역내-6,지하2층,지하3층
서울교통공사,6호선,약수,상행,,(B3)역내-5,지하3층,지하2층
서울교통공사,6호선,약수,하행,,(B2)역내-4,지하2층,지하3층
서울교통공사,6호선,역촌,상행,,(B4)E/S-1,지하4층,지하1층
서울교통공사,6호선,역촌,하행,,(B1)E/S-2,지하1층,지하4층
서울교통공사,6호선,역촌,상행,4,(B1)E/S1-3,지하1층,지상1층
서울교통공사,6호선,역촌,하행,4,(F1)E/S1-4,지상1층,지하1층
서울교통공사,6호선,역촌,하행,2,(F1)E/S1-5,지상1층,지하1층
서울교통공사,6호선,역촌,상행,2,(B1)E/S1-6,지하1층,지상1층
서울교통공사,6호선,연신내,상행,,(B3)E/S-3,지하3층,지하1층
서울교통공사,6호선,연신내,하행,,(B1)E/S-2,지하1층,지하3층
서울교통공사,6호선,연신내,하행,,(B1)E/S-1,지하1층,지하3층
서울교통공사,6호선,연신내,하행,,(B3)E/S-6,지하3층,지하5층
서울교통공사,6호선,연신내,상행,,(B5)E/S-5,지하5층,지하3층
서울교통공사,6호선,연신내,상행,,(B5)E/S-4,지하5층,지하3층
서울교통공사,6호선,월곡(동덕여대),상행,,(B2)ES-1,지하2층,지하1층
서울교통공사,6호선,월곡(동덕여대),상행,4,(B2)ES-2(),지하2층,지하1층
서울교통공사,6호선,월곡(동덕여대),하행,2,(F1)ES-3(),지상1층,지하1층
서울교통공사,6호선,월곡(동덕여대),상행,2,(B1)ES-4(),지하1층,지상1층
서울교통공사,6호선,월곡(동덕여대),하행,3,(F1)ES-5,지상1층,지하1층
서울교통공사,6호선,월곡(동덕여대),상행,3,(B1)ES-6,지하1층,지상1층
서울교통공사,6호선,월곡(동덕여대),상행,,(B3)응암-1,지하3층,지하2층
서울교통공사,6호선,월곡(동덕여대),하행,,(B2)응암-2,지하2층,지하3층
서울교통공사,6호선,월곡(동덕여대),상행,,(B3)ES-9,지하3층,지하2층
서울교통공사,6호선,월곡(동덕여대),하행,,(B2)ES-10,지하2층,지하3층
서울교통공사,6호선,월곡(동덕여대),상행,1,(B1),지하1층,지상1층
서울교통공사,6호선,월곡(동덕여대),하행,1,(F1),지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),하행,3,(F1)3번출입구,지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),상행,1,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),상행,1,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),상행,3,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),하행,1,(F1)1번출입구,지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),상행,2,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),상행,2,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),하행,2,(F1)2번출입구,지상1층,지하1층
서울교통공사,6호선,월드컵경기장(성산),상행,3,(B1),지하1층,지상1층
서울교통공사,6호선,월드컵경기장(성산),하행,1,(F1)1번출입구,지상1층,지하1층
